1,5,STFT,Delta,-,Random Forest,0.58984375,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,Delta,-,SVM,0.498046875,1.0,0.39590443686006827,0.0,0.460093896713615,0.05217391304347826,0.8055555555555556,0.0,0.5414364640883977,0.09917355371900827,0.5308924485125859,0.0,0.49746192893401014
1,5,STFT,Delta,-,kNN,0.908203125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,theta,-,Random Forest,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,theta,-,SVM,0.68359375,0.6708860759493671,0.68,0.5454545454545454,0.7559808612440191,0.4608695652173913,0.5902777777777778,0.75,0.8729281767955801,0.5463917525773196,0.6319702602230484,0.631578947368421,0.8102564102564102
1,5,STFT,theta,-,kNN,0.939453125,0.9464285714285714,0.9492753623188406,0.8780487804878049,0.9555555555555556,0.9217391304347826,0.9097222222222222,1.0,0.9502762430939227,0.9339207048458149,0.9290780141843973,0.9350649350649352,0.9529085872576178
1,5,STFT,alpha,-,Random Forest,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,alpha,-,SVM,0.83203125,0.9560439560439561,0.8461538461538461,0.6818181818181818,0.8315789473684211,0.7565217391304347,0.8402777777777778,0.8333333333333334,0.8729281767955801,0.8446601941747574,0.843205574912892,0.7499999999999999,0.8517520215633423
1,5,STFT,alpha,-,kNN,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,beta,-,Random Forest,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,beta,-,SVM,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,beta,-,kNN,0.9296875,0.8861788617886179,0.968503937007874,0.918918918918919,0.9361702127659575,0.9478260869565217,0.8541666666666666,0.9444444444444444,0.9723756906077348,0.9159663865546218,0.9077490774907748,0.9315068493150684,0.9539295392953929
1,5,STFT,gamma,-,Random Forest,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,gamma,-,SVM,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,gamma,-,kNN,0.939453125,0.9464285714285714,0.9492753623188406,0.8780487804878049,0.9555555555555556,0.9217391304347826,0.9097222222222222,1.0,0.9502762430939227,0.9339207048458149,0.9290780141843973,0.9350649350649352,0.9529085872576178
