1,1,-,-,-,Random Forest,0.6491505456349206
1,1,-,-,-,SVM,0.5280257936507936
1,1,-,-,-,kNN,0.8100818452380952
1,5,-,-,-,Random Forest,0.4981553819444444
1,5,-,-,-,SVM,0.3206690228174603
1,5,-,-,-,kNN,0.661163814484127
2,5,-,-,-,Random Forest,0.6226593501984127
2,5,-,-,-,SVM,0.329070560515873
2,5,-,-,-,kNN,0.6692398313492064
