Subject,Experiment ID,Feature extraction,Band selection,Channel selection,Classification algorithm,Accuracy,Sadness precision,Pleasure precision,Anger precision,Joy precision,Sadness recall,Pleasure recall,Anger recall,Joy recall,Sadness f1-score,Pleasure f1-score,Anger f1-score,Joy f1-score
1,5,STFT,Delta,-,Random Forest,0.58984375,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,Delta,-,SVM,0.498046875,1.0,0.39590443686006827,0.0,0.460093896713615,0.05217391304347826,0.8055555555555556,0.0,0.5414364640883977,0.09917355371900827,0.5308924485125859,0.0,0.49746192893401014
1,5,STFT,Delta,-,kNN,0.908203125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,theta,-,Random Forest,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,theta,-,SVM,0.68359375,0.6708860759493671,0.68,0.5454545454545454,0.7559808612440191,0.4608695652173913,0.5902777777777778,0.75,0.8729281767955801,0.5463917525773196,0.6319702602230484,0.631578947368421,0.8102564102564102
1,5,STFT,theta,-,kNN,0.939453125,0.9464285714285714,0.9492753623188406,0.8780487804878049,0.9555555555555556,0.9217391304347826,0.9097222222222222,1.0,0.9502762430939227,0.9339207048458149,0.9290780141843973,0.9350649350649352,0.9529085872576178
1,5,STFT,alpha,-,Random Forest,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,alpha,-,SVM,0.83203125,0.9560439560439561,0.8461538461538461,0.6818181818181818,0.8315789473684211,0.7565217391304347,0.8402777777777778,0.8333333333333334,0.8729281767955801,0.8446601941747574,0.843205574912892,0.7499999999999999,0.8517520215633423
1,5,STFT,alpha,-,kNN,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,beta,-,Random Forest,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,beta,-,SVM,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,beta,-,kNN,0.9296875,0.8861788617886179,0.968503937007874,0.918918918918919,0.9361702127659575,0.9478260869565217,0.8541666666666666,0.9444444444444444,0.9723756906077348,0.9159663865546218,0.9077490774907748,0.9315068493150684,0.9539295392953929
1,5,STFT,gamma,-,Random Forest,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,gamma,-,SVM,0.939453125,0.9464285714285714,0.9492753623188406,0.918918918918919,0.9361702127659575,0.9217391304347826,0.9097222222222222,0.9444444444444444,0.9723756906077348,0.9339207048458149,0.9290780141843973,0.9315068493150684,0.9539295392953929
1,5,STFT,gamma,-,kNN,0.939453125,0.9464285714285714,0.9492753623188406,0.8780487804878049,0.9555555555555556,0.9217391304347826,0.9097222222222222,1.0,0.9502762430939227,0.9339207048458149,0.9290780141843973,0.9350649350649352,0.9529085872576178
2,5,STFT,Delta,-,Random Forest,0.916015625,0.7755102040816326,0.9888888888888889,0.8962264150943396,0.9250936329588015,0.9047619047619048,0.9175257731958762,0.8050847457627118,0.9686274509803922,0.8351648351648353,0.9518716577540107,0.8482142857142857,0.9463601532567051
2,5,STFT,Delta,-,SVM,0.498046875,0.0,0.0,0.0,0.498046875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6649282920469362
2,5,STFT,Delta,-,kNN,0.916015625,0.7755102040816326,0.9888888888888889,0.8962264150943396,0.9250936329588015,0.9047619047619048,0.9175257731958762,0.8050847457627118,0.9686274509803922,0.8351648351648353,0.9518716577540107,0.8482142857142857,0.9463601532567051
2,5,STFT,theta,-,Random Forest,0.916015625,0.7755102040816326,0.9888888888888889,0.8962264150943396,0.9250936329588015,0.9047619047619048,0.9175257731958762,0.8050847457627118,0.9686274509803922,0.8351648351648353,0.9518716577540107,0.8482142857142857,0.9463601532567051
2,5,STFT,theta,-,SVM,0.498046875,0.0,0.0,0.0,0.498046875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6649282920469362
2,5,STFT,theta,-,kNN,0.916015625,0.7755102040816326,0.9888888888888889,0.8962264150943396,0.9250936329588015,0.9047619047619048,0.9175257731958762,0.8050847457627118,0.9686274509803922,0.8351648351648353,0.9518716577540107,0.8482142857142857,0.9463601532567051
2,5,STFT,alpha,-,Random Forest,0.916015625,0.7755102040816326,0.9888888888888889,0.8962264150943396,0.9250936329588015,0.9047619047619048,0.9175257731958762,0.8050847457627118,0.9686274509803922,0.8351648351648353,0.9518716577540107,0.8482142857142857,0.9463601532567051
2,5,STFT,alpha,-,SVM,0.498046875,0.0,0.0,0.0,0.498046875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6649282920469362
2,5,STFT,alpha,-,kNN,0.912109375,0.7755102040816326,0.9888888888888889,0.91,0.9120879120879121,0.9047619047619048,0.9175257731958762,0.7711864406779662,0.9764705882352941,0.8351648351648353,0.9518716577540107,0.8348623853211009,0.9431818181818181
2,5,STFT,beta,-,Random Forest,0.916015625,0.7755102040816326,0.9888888888888889,0.8962264150943396,0.9250936329588015,0.9047619047619048,0.9175257731958762,0.8050847457627118,0.9686274509803922,0.8351648351648353,0.9518716577540107,0.8482142857142857,0.9463601532567051
2,5,STFT,beta,-,SVM,0.916015625,0.7755102040816326,0.9888888888888889,0.8962264150943396,0.9250936329588015,0.9047619047619048,0.9175257731958762,0.8050847457627118,0.9686274509803922,0.8351648351648353,0.9518716577540107,0.8482142857142857,0.9463601532567051
2,5,STFT,beta,-,kNN,0.91015625,0.7755102040816326,0.9888888888888889,0.8857142857142857,0.917910447761194,0.9047619047619048,0.9175257731958762,0.788135593220339,0.9647058823529412,0.8351648351648353,0.9518716577540107,0.8340807174887892,0.9407265774378585
2,5,STFT,gamma,-,Random Forest,0.916015625,0.7755102040816326,0.9888888888888889,0.8962264150943396,0.9250936329588015,0.9047619047619048,0.9175257731958762,0.8050847457627118,0.9686274509803922,0.8351648351648353,0.9518716577540107,0.8482142857142857,0.9463601532567051
2,5,STFT,gamma,-,SVM,0.916015625,0.7755102040816326,0.9888888888888889,0.8962264150943396,0.9250936329588015,0.9047619047619048,0.9175257731958762,0.8050847457627118,0.9686274509803922,0.8351648351648353,0.9518716577540107,0.8482142857142857,0.9463601532567051
2,5,STFT,gamma,-,kNN,0.912109375,0.7755102040816326,0.9888888888888889,0.91,0.9120879120879121,0.9047619047619048,0.9175257731958762,0.7711864406779662,0.9764705882352941,0.8351648351648353,0.9518716577540107,0.8348623853211009,0.9431818181818181
3,5,STFT,Delta,-,Random Forest,0.947265625,0.91,0.8292682926829268,0.9832775919732442,0.9166666666666666,0.9891304347826086,0.8947368421052632,0.9453376205787781,0.9295774647887324,0.9479166666666667,0.860759493670886,0.9639344262295081,0.9230769230769231
3,5,STFT,Delta,-,SVM,0.61328125,0.0,0.0,0.6110019646365422,1.0,0.0,0.0,1.0,0.04225352112676056,0.0,0.0,0.7585365853658537,0.08108108108108109
3,5,STFT,Delta,-,kNN,0.939453125,0.91,0.8292682926829268,0.9641693811074918,0.9375,0.9891304347826086,0.8947368421052632,0.9517684887459807,0.8450704225352113,0.9479166666666667,0.860759493670886,0.9579288025889968,0.8888888888888888
3,5,STFT,theta,-,Random Forest,0.947265625,0.91,0.8292682926829268,0.9832775919732442,0.9166666666666666,0.9891304347826086,0.8947368421052632,0.9453376205787781,0.9295774647887324,0.9479166666666667,0.860759493670886,0.9639344262295081,0.9230769230769231
3,5,STFT,theta,-,SVM,0.61328125,0.0,0.0,0.6110019646365422,1.0,0.0,0.0,1.0,0.04225352112676056,0.0,0.0,0.7585365853658537,0.08108108108108109
3,5,STFT,theta,-,kNN,0.94140625,0.9166666666666666,0.90625,0.946875,0.96875,0.9565217391304348,0.7631578947368421,0.9742765273311897,0.8732394366197183,0.9361702127659574,0.8285714285714286,0.9603803486529319,0.9185185185185184
3,5,STFT,alpha,-,Random Forest,0.947265625,0.91,0.8292682926829268,0.9832775919732442,0.9166666666666666,0.9891304347826086,0.8947368421052632,0.9453376205787781,0.9295774647887324,0.9479166666666667,0.860759493670886,0.9639344262295081,0.9230769230769231
3,5,STFT,alpha,-,SVM,0.61328125,0.0,0.0,0.6110019646365422,1.0,0.0,0.0,1.0,0.04225352112676056,0.0,0.0,0.7585365853658537,0.08108108108108109
3,5,STFT,alpha,-,kNN,0.947265625,0.91,0.8292682926829268,0.9832775919732442,0.9166666666666666,0.9891304347826086,0.8947368421052632,0.9453376205787781,0.9295774647887324,0.9479166666666667,0.860759493670886,0.9639344262295081,0.9230769230769231
3,5,STFT,beta,-,Random Forest,0.947265625,0.91,0.8292682926829268,0.9832775919732442,0.9166666666666666,0.9891304347826086,0.8947368421052632,0.9453376205787781,0.9295774647887324,0.9479166666666667,0.860759493670886,0.9639344262295081,0.9230769230769231
3,5,STFT,beta,-,SVM,0.947265625,0.91,0.8292682926829268,0.9832775919732442,0.9166666666666666,0.9891304347826086,0.8947368421052632,0.9453376205787781,0.9295774647887324,0.9479166666666667,0.860759493670886,0.9639344262295081,0.9230769230769231
3,5,STFT,beta,-,kNN,0.947265625,0.91,0.8292682926829268,0.9706840390879479,0.96875,0.9891304347826086,0.8947368421052632,0.9581993569131833,0.8732394366197183,0.9479166666666667,0.860759493670886,0.9644012944983819,0.9185185185185184
3,5,STFT,gamma,-,Random Forest,0.947265625,0.91,0.8292682926829268,0.9832775919732442,0.9166666666666666,0.9891304347826086,0.8947368421052632,0.9453376205787781,0.9295774647887324,0.9479166666666667,0.860759493670886,0.9639344262295081,0.9230769230769231
3,5,STFT,gamma,-,SVM,0.935546875,0.9166666666666666,0.8292682926829268,0.954983922829582,0.9375,0.9565217391304348,0.8947368421052632,0.954983922829582,0.8450704225352113,0.9361702127659574,0.860759493670886,0.954983922829582,0.8888888888888888
3,5,STFT,gamma,-,kNN,0.947265625,0.91,0.8292682926829268,0.9832775919732442,0.9166666666666666,0.9891304347826086,0.8947368421052632,0.9453376205787781,0.9295774647887324,0.9479166666666667,0.860759493670886,0.9639344262295081,0.9230769230769231
5,5,STFT,Delta,-,Random Forest,0.91015625,0.8899082568807339,0.8703703703703703,0.95,0.9116465863453815,0.9238095238095239,0.8103448275862069,0.9223300970873787,0.9227642276422764,0.9065420560747663,0.8392857142857144,0.9359605911330049,0.9171717171717172
5,5,STFT,Delta,-,SVM,0.48046875,0.0,0.0,0.0,0.48046875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6490765171503958
5,5,STFT,Delta,-,kNN,0.89453125,0.9207920792079208,0.7424242424242424,0.95,0.9020408163265307,0.8857142857142857,0.8448275862068966,0.9223300970873787,0.8983739837398373,0.9029126213592233,0.7903225806451614,0.9359605911330049,0.90020366598778
5,5,STFT,theta,-,Random Forest,0.91015625,0.8899082568807339,0.8703703703703703,0.95,0.9116465863453815,0.9238095238095239,0.8103448275862069,0.9223300970873787,0.9227642276422764,0.9065420560747663,0.8392857142857144,0.9359605911330049,0.9171717171717172
5,5,STFT,theta,-,SVM,0.48046875,0.0,0.0,0.0,0.48046875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6490765171503958
5,5,STFT,theta,-,kNN,0.884765625,0.8672566371681416,0.7424242424242424,0.8918918918918919,0.9324324324324325,0.9333333333333333,0.8448275862068966,0.9611650485436893,0.8414634146341463,0.8990825688073395,0.7903225806451614,0.9252336448598131,0.8846153846153847
5,5,STFT,alpha,-,Random Forest,0.91015625,0.8899082568807339,0.8703703703703703,0.95,0.9116465863453815,0.9238095238095239,0.8103448275862069,0.9223300970873787,0.9227642276422764,0.9065420560747663,0.8392857142857144,0.9359605911330049,0.9171717171717172
5,5,STFT,alpha,-,SVM,0.48046875,0.0,0.0,0.0,0.48046875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6490765171503958
5,5,STFT,alpha,-,kNN,0.888671875,0.8782608695652174,0.7833333333333333,0.9292929292929293,0.9033613445378151,0.9619047619047619,0.8103448275862069,0.8932038834951457,0.8739837398373984,0.9181818181818183,0.7966101694915254,0.9108910891089108,0.8884297520661157
5,5,STFT,beta,-,Random Forest,0.91015625,0.8899082568807339,0.8703703703703703,0.95,0.9116465863453815,0.9238095238095239,0.8103448275862069,0.9223300970873787,0.9227642276422764,0.9065420560747663,0.8392857142857144,0.9359605911330049,0.9171717171717172
5,5,STFT,beta,-,SVM,0.87890625,0.8775510204081632,0.8703703703703703,0.8828828828828829,0.8795180722891566,0.819047619047619,0.8103448275862069,0.9514563106796117,0.8902439024390244,0.8472906403940886,0.8392857142857144,0.9158878504672898,0.8848484848484849
5,5,STFT,beta,-,kNN,0.90625,0.8899082568807339,0.8703703703703703,0.9150943396226415,0.9176954732510288,0.9238095238095239,0.8103448275862069,0.941747572815534,0.9065040650406504,0.9065420560747663,0.8392857142857144,0.9282296650717704,0.9120654396728016
5,5,STFT,gamma,-,Random Forest,0.91015625,0.8899082568807339,0.8703703703703703,0.95,0.9116465863453815,0.9238095238095239,0.8103448275862069,0.9223300970873787,0.9227642276422764,0.9065420560747663,0.8392857142857144,0.9359605911330049,0.9171717171717172
5,5,STFT,gamma,-,SVM,0.904296875,0.8899082568807339,0.8703703703703703,0.967741935483871,0.89453125,0.9238095238095239,0.8103448275862069,0.8737864077669902,0.9308943089430894,0.9065420560747663,0.8392857142857144,0.9183673469387754,0.9123505976095618
5,5,STFT,gamma,-,kNN,0.888671875,0.8899082568807339,0.7424242424242424,0.967741935483871,0.8975409836065574,0.9238095238095239,0.8448275862068966,0.8737864077669902,0.8902439024390244,0.9065420560747663,0.7903225806451614,0.9183673469387754,0.8938775510204082
6,5,STFT,Delta,-,Random Forest,0.927734375,0.9230769230769231,0.9230769230769231,0.9076923076923077,0.9509803921568627,0.8727272727272727,0.8780487804878049,0.9414893617021277,0.9509803921568627,0.897196261682243,0.9,0.9242819843342037,0.9509803921568627
6,5,STFT,Delta,-,SVM,0.427734375,0.0,0.0,0.3896551724137931,0.4774774774774775,0.0,0.0,0.601063829787234,0.5196078431372549,0.0,0.0,0.47280334728033474,0.49765258215962443
6,5,STFT,Delta,-,kNN,0.923828125,0.9375,0.9230769230769231,0.9076923076923077,0.9509803921568627,0.8181818181818182,0.8780487804878049,0.9414893617021277,0.9509803921568627,0.8737864077669902,0.9,0.9242819843342037,0.9509803921568627
6,5,STFT,theta,-,Random Forest,0.927734375,0.9230769230769231,0.9230769230769231,0.9076923076923077,0.9509803921568627,0.8727272727272727,0.8780487804878049,0.9414893617021277,0.9509803921568627,0.897196261682243,0.9,0.9242819843342037,0.9509803921568627
6,5,STFT,theta,-,SVM,0.404296875,0.0,0.0,1.0,0.40078585461689586,0.0,0.0,0.015957446808510637,1.0,0.0,0.0,0.031413612565445025,0.5722300140252454
6,5,STFT,theta,-,kNN,0.92578125,0.9230769230769231,0.9230769230769231,0.895,0.9597989949748744,0.8727272727272727,0.8780487804878049,0.9521276595744681,0.9362745098039216,0.897196261682243,0.9,0.9226804123711341,0.9478908188585609
6,5,STFT,alpha,-,Random Forest,0.927734375,0.9230769230769231,0.9230769230769231,0.9076923076923077,0.9509803921568627,0.8727272727272727,0.8780487804878049,0.9414893617021277,0.9509803921568627,0.897196261682243,0.9,0.9242819843342037,0.9509803921568627
6,5,STFT,alpha,-,SVM,0.4140625,0.0,0.0,0.5714285714285714,0.4025157232704403,0.0,0.0,0.10638297872340426,0.9411764705882353,0.0,0.0,0.17937219730941703,0.5638766519823788
6,5,STFT,alpha,-,kNN,0.908203125,0.7833333333333333,0.9230769230769231,0.9076923076923077,0.9583333333333334,0.8545454545454545,0.8780487804878049,0.9414893617021277,0.9019607843137255,0.817391304347826,0.9,0.9242819843342037,0.9292929292929293
6,5,STFT,beta,-,Random Forest,0.927734375,0.9230769230769231,0.9230769230769231,0.9076923076923077,0.9509803921568627,0.8727272727272727,0.8780487804878049,0.9414893617021277,0.9509803921568627,0.897196261682243,0.9,0.9242819843342037,0.9509803921568627
6,5,STFT,beta,-,SVM,0.921875,0.9230769230769231,0.9230769230769231,0.9148936170212766,0.9289099526066351,0.8727272727272727,0.8780487804878049,0.9148936170212766,0.9607843137254902,0.897196261682243,0.9,0.9148936170212766,0.9445783132530121
6,5,STFT,beta,-,kNN,0.900390625,0.9230769230769231,0.8529411764705882,0.9197860962566845,0.8783783783783784,0.8727272727272727,0.7073170731707317,0.9148936170212766,0.9558823529411765,0.897196261682243,0.7733333333333334,0.9173333333333333,0.9154929577464789
6,5,STFT,gamma,-,Random Forest,0.912109375,0.78125,0.9230769230769231,0.9076923076923077,0.9583333333333334,0.9090909090909091,0.8780487804878049,0.9414893617021277,0.9019607843137255,0.8403361344537814,0.9,0.9242819843342037,0.9292929292929293
6,5,STFT,gamma,-,SVM,0.912109375,0.78125,0.9230769230769231,0.9076923076923077,0.9583333333333334,0.9090909090909091,0.8780487804878049,0.9414893617021277,0.9019607843137255,0.8403361344537814,0.9,0.9242819843342037,0.9292929292929293
6,5,STFT,gamma,-,kNN,0.908203125,0.9230769230769231,0.9090909090909091,0.9144385026737968,0.8990825688073395,0.8727272727272727,0.7317073170731707,0.9095744680851063,0.9607843137254902,0.897196261682243,0.8108108108108109,0.9119999999999998,0.9289099526066351
7,5,STFT,Delta,-,Random Forest,0.890625,0.9027777777777778,0.7297297297297297,0.8709677419354839,0.9462809917355371,0.8227848101265823,0.9,0.84375,0.9346938775510204,0.8609271523178809,0.8059701492537312,0.8571428571428571,0.9404517453798767
7,5,STFT,Delta,-,SVM,0.484375,0.0,0.0,1.0,0.481335952848723,0.0,0.0,0.0234375,1.0,0.0,0.0,0.04580152671755725,0.649867374005305
7,5,STFT,Delta,-,kNN,0.87890625,0.9482758620689655,0.7297297297297297,0.8115942028985508,0.9462809917355371,0.6962025316455697,0.9,0.875,0.9346938775510204,0.8029197080291972,0.8059701492537312,0.8421052631578948,0.9404517453798767
7,5,STFT,theta,-,Random Forest,0.87890625,0.9482758620689655,0.7297297297297297,0.8115942028985508,0.9462809917355371,0.6962025316455697,0.9,0.875,0.9346938775510204,0.8029197080291972,0.8059701492537312,0.8421052631578948,0.9404517453798767
7,5,STFT,theta,-,SVM,0.484375,0.0,0.0,1.0,0.481335952848723,0.0,0.0,0.0234375,1.0,0.0,0.0,0.04580152671755725,0.649867374005305
7,5,STFT,theta,-,kNN,0.8671875,0.9482758620689655,0.7297297297297297,0.7941176470588235,0.930327868852459,0.6962025316455697,0.9,0.84375,0.926530612244898,0.8029197080291972,0.8059701492537312,0.8181818181818182,0.9284253578732106
7,5,STFT,alpha,-,Random Forest,0.890625,0.9027777777777778,0.7297297297297297,0.8709677419354839,0.9462809917355371,0.8227848101265823,0.9,0.84375,0.9346938775510204,0.8609271523178809,0.8059701492537312,0.8571428571428571,0.9404517453798767
7,5,STFT,alpha,-,SVM,0.751953125,0.7777777777777778,0.5,0.9452054794520548,0.725609756097561,0.7974683544303798,0.25,0.5390625,0.9714285714285714,0.7875,0.3333333333333333,0.6865671641791045,0.8307155322862129
7,5,STFT,alpha,-,kNN,0.880859375,0.8846153846153846,0.8727272727272727,0.7801418439716312,0.9411764705882353,0.8734177215189873,0.8,0.859375,0.9142857142857143,0.8789808917197452,0.8347826086956521,0.8178438661710037,0.9275362318840579
7,5,STFT,beta,-,Random Forest,0.890625,0.9027777777777778,0.7297297297297297,0.8709677419354839,0.9462809917355371,0.8227848101265823,0.9,0.84375,0.9346938775510204,0.8609271523178809,0.8059701492537312,0.8571428571428571,0.9404517453798767
7,5,STFT,beta,-,SVM,0.90625,0.8928571428571429,0.8387096774193549,0.8709677419354839,0.9462809917355371,0.9493670886075949,0.8666666666666667,0.84375,0.9346938775510204,0.920245398773006,0.8524590163934426,0.8571428571428571,0.9404517453798767
7,5,STFT,beta,-,kNN,0.888671875,0.8928571428571429,0.8387096774193549,0.8952380952380953,0.896551724137931,0.9493670886075949,0.8666666666666667,0.734375,0.9551020408163265,0.920245398773006,0.8524590163934426,0.8068669527896996,0.9249011857707511
7,5,STFT,gamma,-,Random Forest,0.90625,0.8928571428571429,0.8387096774193549,0.8709677419354839,0.9462809917355371,0.9493670886075949,0.8666666666666667,0.84375,0.9346938775510204,0.920245398773006,0.8524590163934426,0.8571428571428571,0.9404517453798767
